"ClusterId","ClusterRunId","ClusterKey","Name","Size","TopTagsJson","CreatedAt"
"d5b2a6c7-2af6-46b6-b633-cecebf451a1c","42801ef5-650c-4a25-9e14-502ae2597df1","5","Rock Pop Alternative","16","[{""Namespace"":""top50tags"",""Label"":""rock"",""Score"":6.353637000000001},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":5.693472},{""Namespace"":""genre"",""Label"":""rock"",""Score"":5.454402},{""Namespace"":""genre"",""Label"":""pop"",""Score"":5.28955},{""Namespace"":""top50tags"",""Label"":""alternative"",""Score"":3.899821}]","24.7.2026. 15:42:43"
"636e3664-dbb8-4c9d-b301-a6fa69c615f4","42801ef5-650c-4a25-9e14-502ae2597df1","6","Hiphop Rap Pop","10","[{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":6.028381},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.921858},{""Namespace"":""genre"",""Label"":""rap"",""Score"":4.486331000000001},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":1.9262819999999998},{""Namespace"":""genre"",""Label"":""pop"",""Score"":1.755575}]","24.7.2026. 15:42:43"
"e2863c65-946b-4e93-a8e9-af025a04e12c","42801ef5-650c-4a25-9e14-502ae2597df1","7","Hiphop Pop Electronic","16","[{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":5.8950759999999995},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.606061999999999},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":3.9888109999999997},{""Namespace"":""genre"",""Label"":""pop"",""Score"":3.506761},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":3.4784980000000005}]","24.7.2026. 15:42:43"
"081d0a32-c3f0-4419-9905-cd3e7a84b8c6","42801ef5-650c-4a25-9e14-502ae2597df1","8","Pop Hiphop Electronic","17","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":6.714722},{""Namespace"":""genre"",""Label"":""pop"",""Score"":5.602524000000002},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.030523},{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":4.913307},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":4.178507000000001}]","24.7.2026. 15:42:43"
"0edbe61c-5ecc-4cb8-ad3c-bb4629b8addc","42801ef5-650c-4a25-9e14-502ae2597df1","9","Pop Electronic Synthesizer","18","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":7.607478999999999},{""Namespace"":""genre"",""Label"":""pop"",""Score"":6.2213899999999995},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":5.748768},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":5.260326999999999},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":4.093789}]","24.7.2026. 15:42:43"
"10bd0280-29cc-4c84-a51e-fa4283310b01","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","0","Electronic Pop Synthesizer","14","[{""Namespace"":""genre"",""Label"":""electronic"",""Score"":6.027492},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":5.932970999999999},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":5.914472999999999},{""Namespace"":""genre"",""Label"":""pop"",""Score"":4.956162},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":3.845398}]","18.7.2026. 10:28:37"
"3387b720-40fd-4942-bc02-15b71cea8e36","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","1","Rock Alternative Indie","10","[{""Namespace"":""top50tags"",""Label"":""rock"",""Score"":6.920642},{""Namespace"":""genre"",""Label"":""rock"",""Score"":6.249725000000001},{""Namespace"":""top50tags"",""Label"":""alternative"",""Score"":4.705952999999999},{""Namespace"":""top50tags"",""Label"":""indie"",""Score"":3.857916},{""Namespace"":""genre"",""Label"":""alternative"",""Score"":2.9829249999999994}]","18.7.2026. 10:28:37"
"1b901df1-26c4-4973-8157-eddc27ad001c","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","10","Pop Electronic Synthesizer","15","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":8.57615},{""Namespace"":""genre"",""Label"":""pop"",""Score"":7.962725},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":2.960428},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":2.6003140000000005},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":2.1906}]","18.7.2026. 10:28:37"
"727d6c00-f8eb-4043-a2a9-671933d09dfc","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","11","Hiphop Pop Rap","23","[{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":8.604106},{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":8.365078000000002},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":7.575374000000002},{""Namespace"":""genre"",""Label"":""pop"",""Score"":6.667676},{""Namespace"":""genre"",""Label"":""rap"",""Score"":5.006937}]","18.7.2026. 10:28:37"
"acd491a9-064d-4563-83c5-3eafb587ddb5","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","2","Pop Electronic Synthesizer","23","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":8.109525},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":7.4734549999999995},{""Namespace"":""genre"",""Label"":""pop"",""Score"":7.135636},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":7.065757},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":4.5139629999999995}]","18.7.2026. 10:28:37"
"6a08333b-d704-4528-a9fa-cdaac1f25bd5","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","3","Electronic Experimental Alternative","9","[{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":3.8718720000000006},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":3.7630589999999993},{""Namespace"":""top50tags"",""Label"":""experimental"",""Score"":2.313921},{""Namespace"":""top50tags"",""Label"":""alternative"",""Score"":1.8977580000000005},{""Namespace"":""genre"",""Label"":""experimental"",""Score"":1.832199}]","18.7.2026. 10:28:37"
"76eca358-22ed-4915-bde1-ade64352ba59","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","4","Electronic Pop Synthesizer","7","[{""Namespace"":""genre"",""Label"":""electronic"",""Score"":3.415757},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":3.241198},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":1.9583439999999999},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":1.9247139999999998},{""Namespace"":""genre"",""Label"":""pop"",""Score"":1.420171}]","18.7.2026. 10:28:37"
"358bcb95-75b8-413f-8df3-309ca7b3e029","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","5","Rock Pop Alternative","16","[{""Namespace"":""top50tags"",""Label"":""rock"",""Score"":6.353637000000001},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":5.693472},{""Namespace"":""genre"",""Label"":""rock"",""Score"":5.454402},{""Namespace"":""genre"",""Label"":""pop"",""Score"":5.28955},{""Namespace"":""top50tags"",""Label"":""alternative"",""Score"":3.899821}]","18.7.2026. 10:28:37"
"5876bf01-0835-4321-8026-83556cb442d1","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","6","Hiphop Rap Pop","10","[{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":6.028381},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.921858},{""Namespace"":""genre"",""Label"":""rap"",""Score"":4.486331000000001},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":1.9262819999999998},{""Namespace"":""genre"",""Label"":""pop"",""Score"":1.755575}]","18.7.2026. 10:28:37"
"873ee32a-f179-4bda-ac3d-352525e27570","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","7","Hiphop Pop Electronic","16","[{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":5.8950759999999995},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.606061999999999},{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":3.9888109999999997},{""Namespace"":""genre"",""Label"":""pop"",""Score"":3.506761},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":3.4784980000000005}]","18.7.2026. 10:28:37"
"a9726fd2-e207-469d-afc1-ec438a6e1712","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","8","Pop Hiphop Electronic","17","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":6.714722},{""Namespace"":""genre"",""Label"":""pop"",""Score"":5.602524000000002},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":5.030523},{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":4.913307},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":4.178507000000001}]","18.7.2026. 10:28:37"
"4e6b38a4-fa7e-4575-a74a-85376988b201","aa9784cd-1570-42e3-8c38-e2eefbbd7f93","9","Pop Electronic Synthesizer","18","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":7.607478999999999},{""Namespace"":""genre"",""Label"":""pop"",""Score"":6.2213899999999995},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":5.748768},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":5.260326999999999},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":4.093789}]","18.7.2026. 10:28:37"
"b56208e0-1b4a-4393-acde-48feab94fc5e","bc4160aa-f858-4a1c-a029-eeabccea5129","0","Pop Hiphop Rap","1","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":0.453119},{""Namespace"":""top50tags"",""Label"":""hiphop"",""Score"":0.399061},{""Namespace"":""genre"",""Label"":""hiphop"",""Score"":0.394938},{""Namespace"":""genre"",""Label"":""pop"",""Score"":0.342176},{""Namespace"":""genre"",""Label"":""rap"",""Score"":0.310929}]","8.7.2026. 15:10:53"
"836f8d12-4be0-4376-902e-7ea408396472","bc4160aa-f858-4a1c-a029-eeabccea5129","1","Pop Electronic Synthesizer","1","[{""Namespace"":""top50tags"",""Label"":""pop"",""Score"":0.533516},{""Namespace"":""genre"",""Label"":""pop"",""Score"":0.466512},{""Namespace"":""genre"",""Label"":""electronic"",""Score"":0.327893},{""Namespace"":""top50tags"",""Label"":""electronic"",""Score"":0.284812},{""Namespace"":""top50tags"",""Label"":""synthesizer"",""Score"":0.195151}]","8.7.2026. 15:10:53"
